name,score,pt_corr,pt_q25,pt_med,pt_q75,pt_max,nodes,edges,roots,knn15,procrustes_rmse,jump99,jumpmax,novel_score,embedding_variant,graph_variant
deep_density_g0p75_m80_i5_graph_tuned_partition_n85_b5,0.6763704989320691,0.7164085157556348,4.83563563890345,9.25966963028039,11.666578396812,20.7269900163313,52,53,1,0.09866366928937181,0.3759110567934499,4.6639176992900016,10.25769552182477,1.0333787744858574,deep_density_g0p75_m80_i5,graph_tuned_partition_n85_b5
deep_density_g0p75_m80_i5_graph_tuned_n100_b5,0.5934634661310925,0.6820140957238421,6.01407506393524,10.5820599533399,14.1882813806665,22.5266684184812,57,56,1,0.09866366928937181,0.3759110567934499,7.285078790065021,14.07697831884534,0.9621113725148022,deep_density_g0p75_m80_i5,graph_tuned_n100_b5
deep_density_g0p75_m80_i5_graph_tuned_n100_b3,0.5133313383303245,0.7546499545444509,4.83561372803864,8.34735754276683,10.2694930051486,14.9732990808472,77,78,1,0.09866366928937181,0.3759110567934499,4.775745034369162,6.801910383641391,0.9275093604368054,deep_density_g0p75_m80_i5,graph_tuned_n100_b3
deep_density_g0p75_m80_i5_graph_tuned_n45_b6,0.44714919271589776,0.5468253896341357,6.43540240734861,8.4567705071404,13.0575535757035,21.9761112702012,30,30,1,0.09866366928937181,0.3759110567934499,4.776632205215203,9.88527675631292,0.8220674984885632,deep_density_g0p75_m80_i5,graph_tuned_n45_b6
deep_density_g0p75_m80_i5_graph_tuned_n70_b8_noloop,0.4109345340155574,0.5363418674140226,4.74119367819843,7.96754796567219,14.0052511476609,17.1622166174837,27,26,1,0.09866366928937181,0.3759110567934499,4.268698141165392,8.153900129883711,0.7997989919147609,deep_density_g0p75_m80_i5,graph_tuned_n70_b8_noloop
deep_density_g0p75_m80_i5_graph_tuned_n70_b8,0.4109345340155574,0.5363418674140226,4.74119367819843,7.96754796567219,14.0052511476609,17.1622166174837,27,26,1,0.09866366928937181,0.3759110567934499,4.268698141165392,8.153900129883711,0.7997989919147609,deep_density_g0p75_m80_i5,graph_tuned_n70_b8
