optimizer,alpha_embedding,max_iter,inner_iter,stress_optimizer,full_geodesic_stress,cbdir,icvcoh,runtime_s,embedding_file
smacof,0.05,5,,2519658003.5891104,3771814092.364177,0.4947442650922645,0.5462518804462423,17.016383113106713,smacof_a0p05_iter5.npz
smacof,0.1,5,,2361396130.581949,3612968597.5956907,0.48521472126969933,0.5535482523654166,21.646739494986832,smacof_a0p1_iter5.npz
smacof,0.2,5,,1927073289.0547802,3198822849.243194,0.47217275296572325,0.5744783302028272,30.159900386817753,smacof_a0p2_iter5.npz
